Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
w417-crotchless-low-rise-panty-w-wipes,W417 Crotchless Low Rise Panty w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A crotchless low rise mesh panty featuring lace trimming, and a satin bow tie. Paired with 2 packets of Grape flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Grape,Size,Queen,,,MS-W417GRA2XL,,shopify,103,deny,manual,22.99,,TRUE,TRUE,671241128800.0,https://www.magicsilk.com/uploads/wholesale-images/W417GRA2XL_1.jpg,1,W417 Crotchless Low Rise Panty w/ wipes,FALSE,W417 Crotchless Low Rise Panty w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A crotchless low rise mesh panty featuring lace trimming, and a satin bow tie. Paired with 2 packets of Grape flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128800.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W417GRA2XL_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
w417-crotchless-low-rise-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W417GRA2XL_2.jpg,2,W417 Crotchless Low Rise Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w417-crotchless-low-rise-panty-w-wipes,,,,,,,,,Grape,,L/XL,,,MS-W417GRALRG,,shopify,105,deny,manual,20.99,,TRUE,TRUE,671241128794.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W417GRA_1.jpg,g,,5.95,,,,,,,
w417-crotchless-low-rise-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W417GRA_2.jpg,2,W417 Crotchless Low Rise Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w417-crotchless-low-rise-panty-w-wipes,,,,,,,,,Grape,,S/M,,,MS-W417GRAMED,,shopify,94,deny,manual,20.99,,TRUE,TRUE,671241128787.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W417GRA_1.jpg,g,,5.95,,,,,,,
w417-crotchless-low-rise-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W417GRA_2.jpg,2,W417 Crotchless Low Rise Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w422-low-rise-micro-thong-w-wipes,W422 Low Rise Micro Thong w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A low rise tanga style thong featuring heart design stretch mesh. Paired with 2 packets of Cinnamon Buns flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Blue Sugar,Size,Queen,,,MS-W422BLU2XL,,shopify,18,deny,manual,18.99,,TRUE,TRUE,671241128831.0,https://www.magicsilk.com/uploads/wholesale-images/W422BLU2XL_1.jpg,1,W422 Low Rise Micro Thong w/ wipes,FALSE,W422 Low Rise Micro Thong w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A low rise tanga style thong featuring heart design stretch mesh. Paired with 2 packets of Cinnamon Buns flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128831.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W422BLU2XL_1.jpg,g,,4.95,TRUE,,,TRUE,,,active
w422-low-rise-micro-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W422BLU2XL_2.jpg,2,W422 Low Rise Micro Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w422-low-rise-micro-thong-w-wipes,,,,,,,,,Blue Sugar,,L/XL,,,MS-W422BLULRG,,shopify,11,deny,manual,17.99,,TRUE,TRUE,671241128824.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W422BLU_1.jpg,g,,3.95,,,,,,,
w422-low-rise-micro-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W422BLU_2.jpg,2,W422 Low Rise Micro Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w422-low-rise-micro-thong-w-wipes,,,,,,,,,Blue Sugar,,S/M,,,MS-W422BLUMED,,shopify,8,deny,manual,17.99,,TRUE,TRUE,671241128817.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W422BLU_1.jpg,g,,3.95,,,,,,,
w422-low-rise-micro-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W422BLU_2.jpg,2,W422 Low Rise Micro Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w423-open-back-panty,W423 Open Back Panty,,Magic Silk,,,,TRUE,,,,,,,MS-W423BLU2XL,,shopify,0,deny,manual,10.99,,TRUE,TRUE,671241128862.0,,,,FALSE,W423 Open Back Panty,,,,,671241128862.0,new,TRUE,,g,,,TRUE,,,TRUE,,,active
w423-open-back-panty,,,,,,,,,,,,,,MS-W423BLULRG,,shopify,0,deny,manual,10.99,,TRUE,TRUE,671241128855.0,,,,,,,,,,,,,,g,,,,,,,,,
w423-open-back-panty,,,,,,,,,,,,,,MS-W423BLUMED,,shopify,0,deny,manual,10.99,,TRUE,TRUE,671241128848.0,,,,,,,,,,,,,,g,,,,,,,,,
w426-flutter-thong-w-wipes,W426 Flutter Thong w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A stretchy lace thong featuring attached flowy scalloped lace at the hips and a satin bow. Paired with 2 packets of Watermelon flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Watermelon,Size,Queen,,,MS-W426WAT2XL,,shopify,21,deny,manual,22.99,,TRUE,TRUE,671241128893.0,https://www.magicsilk.com/uploads/wholesale-images/W426WAT2XL_1.jpg,1,W426 Flutter Thong w/ wipes,FALSE,W426 Flutter Thong w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A stretchy lace thong featuring attached flowy scalloped lace at the hips and a satin bow. Paired with 2 packets of Watermelon flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128893.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W426WAT2XL_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
w426-flutter-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W426WAT2XL_2.jpg,2,W426 Flutter Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w426-flutter-thong-w-wipes,,,,,,,,,Watermelon,,L/XL,,,MS-W426WATLRG,,shopify,5,deny,manual,20.99,,TRUE,TRUE,671241128886.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W426WAT_1.jpg,g,,5.95,,,,,,,
w426-flutter-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W426WAT_2.jpg,2,W426 Flutter Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w426-flutter-thong-w-wipes,,,,,,,,,Watermelon,,S/M,,,MS-W426WATMED,,shopify,26,deny,manual,20.99,,TRUE,TRUE,671241128879.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W426WAT_1.jpg,g,,5.95,,,,,,,
w426-flutter-thong-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W426WAT_2.jpg,2,W426 Flutter Thong w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w427-crotchless-open-back-panty-w-wipes,W427 Crotchless & Open Back Panty w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A lace crotchless tanga featuring an exposed back and scalloped edges. Paired with 2 packets of Watermelon flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Watermelon,Size,Queen,,,MS-W427WAT2XL,,shopify,34,deny,manual,18.99,,TRUE,TRUE,671241128923.0,https://www.magicsilk.com/uploads/wholesale-images/W427WAT2XL_1.jpg,1,W427 Crotchless & Open Back Panty w/ wipes,FALSE,W427 Crotchless & Open Back Panty w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: A lace crotchless tanga featuring an exposed back and scalloped edges. Paired with 2 packets of Watermelon flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128923.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W427WAT2XL_1.jpg,g,,4.95,TRUE,,,TRUE,,,active
w427-crotchless-open-back-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W427WAT2XL_2.jpg,2,W427 Crotchless & Open Back Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w427-crotchless-open-back-panty-w-wipes,,,,,,,,,Watermelon,,L/XL,,,MS-W427WATLRG,,shopify,3,deny,manual,17.99,,TRUE,TRUE,671241128916.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W427WAT_1.jpg,g,,3.95,,,,,,,
w427-crotchless-open-back-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W427WAT_2.jpg,2,W427 Crotchless & Open Back Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w427-crotchless-open-back-panty-w-wipes,,,,,,,,,Watermelon,,S/M,,,MS-W427WATMED,,shopify,-47,deny,manual,17.99,,TRUE,TRUE,671241128909.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W427WAT_1.jpg,g,,3.95,,,,,,,
w427-crotchless-open-back-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W427WAT_2.jpg,2,W427 Crotchless & Open Back Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w440-lace-boy-short-w-wipes,W440 Lace Boy Short w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: a lace boy short with scalloped edges and satin bow. Paired with 2 packets of Cherry flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cherry,Size,Queen,,,MS-W440CHE2XL,,shopify,5,deny,manual,20.99,,TRUE,TRUE,671241128954.0,https://www.magicsilk.com/uploads/wholesale-images/W440CHE2XL_1.jpg,1,W440 Lace Boy Short w/ wipes,FALSE,W440 Lace Boy Short w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: a lace boy short with scalloped edges and satin bow. Paired with 2 packets of Cherry flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128954.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W440CHE2XL_1.jpg,g,,5.95,TRUE,,,TRUE,,,active
w440-lace-boy-short-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W440CHE2XL_2.jpg,2,W440 Lace Boy Short w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w440-lace-boy-short-w-wipes,,,,,,,,,Cherry,,L/XL,,,MS-W440CHELRG,,shopify,25,deny,manual,18.99,,TRUE,TRUE,671241128947.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W440CHE_1.jpg,g,,4.95,,,,,,,
w440-lace-boy-short-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W440CHE_2.jpg,2,W440 Lace Boy Short w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w440-lace-boy-short-w-wipes,,,,,,,,,Cherry,,S/M,,,MS-W440CHEMED,,shopify,15,deny,manual,18.99,,TRUE,TRUE,671241128930.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W440CHE_1.jpg,g,,4.95,,,,,,,
w440-lace-boy-short-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W440CHE_2.jpg,2,W440 Lace Boy Short w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w441-split-crotch-panty-w-wipes,W441 Split Crotch Panty w/ wipes,"<p>From the Magic Silk Panty and Sweetums collaboration collection, this style includes: a lace panty with scalloped edges, satin bow and split crotch. Paired with 2 packets of Cherry flavored Sweetums pH balanced intimate wipes</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Cherry,Size,Queen,,,MS-W441CHE2XL,,shopify,-14,deny,manual,20.99,,TRUE,TRUE,671241128985.0,https://www.magicsilk.com/uploads/wholesale-images/W441CHE2XL_1.jpg,1,W441 Split Crotch Panty w/ wipes,FALSE,W441 Split Crotch Panty w/ wipes,"From the Magic Silk Panty and Sweetums collaboration collection, this style includes: a lace panty with scalloped edges, satin bow and split crotch. Paired with 2 packets of Cherry flavored Sweetums pH balanced intimate wipes",Apparel & Accessories > Clothing > Lingerie,,,671241128985.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/W441CHE2XL_1.jpg,g,,5.95,TRUE,,,TRUE,,,active
w441-split-crotch-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W441CHE2XL_2.jpg,2,W441 Split Crotch Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w441-split-crotch-panty-w-wipes,,,,,,,,,Cherry,,L/XL,,,MS-W441CHELRG,,shopify,26,deny,manual,18.99,,TRUE,TRUE,671241128978.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W441CHE_1.jpg,g,,4.95,,,,,,,
w441-split-crotch-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W441CHE_2.jpg,2,W441 Split Crotch Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
w441-split-crotch-panty-w-wipes,,,,,,,,,Cherry,,S/M,,,MS-W441CHEMED,,shopify,31,deny,manual,18.99,,TRUE,TRUE,671241128961.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W441CHE_1.jpg,g,,4.95,,,,,,,
w441-split-crotch-panty-w-wipes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/W441CHE_2.jpg,2,W441 Split Crotch Panty w/ wipes - Back View,,,,,,,,,,,,,,,,,,,,
m387-baby-doll-cheeky-panty-set,M387 Baby Doll & Cheeky Panty Set,"<p>From the Evermore collection by Magic Silk, this style includes: a mesh and lace baby doll, delicate satin bow, open slit sides, scalloped trim around the lace, adjustable straps with gold tone O-rings and sliders and a cheeky panty.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Emerald,Size,Queen Size,,,MS-M387EME2XL,,shopify,1,deny,manual,42.99,,TRUE,TRUE,671241125564.0,https://www.magicsilk.com/uploads/wholesale-images/M387EME2XL_1.jpg,1,M387 Baby Doll & Cheeky Panty Set,FALSE,M387 Baby Doll & Cheeky Panty Set,"From the Evermore collection by Magic Silk, this style includes: a mesh and lace baby doll, delicate satin bow, open slit sides, scalloped trim around the lace, adjustable straps with gold tone O-rings and sliders and a cheeky panty.",Apparel & Accessories > Clothing > Lingerie,,,671241125564.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M387EME2XL_1.jpg,g,,18.95,TRUE,,,TRUE,,,active
m387-baby-doll-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M387EME2XL_2.jpg,2,M387 Baby Doll & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m387-baby-doll-cheeky-panty-set,,,,,,,,,Emerald,,L/XL,,,MS-M387EMELRG,,shopify,-210,deny,manual,38.99,,TRUE,TRUE,671241125557.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M387EME_1.jpg,g,,16.95,,,,,,,
m387-baby-doll-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M387EME_2.jpg,2,M387 Baby Doll & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m387-baby-doll-cheeky-panty-set,,,,,,,,,Emerald,,S/M,,,MS-M387EMEMED,,shopify,-252,deny,manual,38.99,,TRUE,TRUE,671241125540.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M387EME_1.jpg,g,,16.95,,,,,,,
m387-baby-doll-cheeky-panty-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M387EME_2.jpg,2,M387 Baby Doll & Cheeky Panty Set - Back View,,,,,,,,,,,,,,,,,,,,
m388-plunge-teddy,M388 Plunge Teddy,"<p>From the Evermore collection by Magic Silk, this style includes: a plunge teddy that ties at the neck, scalloped lace cut outs, gold tone O-ring, elastic trim and a cut out back with swan closure.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Emerald,Size,Queen Size,,,MS-M388EME2XL,,shopify,16,deny,manual,42.99,,TRUE,TRUE,671241125595.0,https://www.magicsilk.com/uploads/wholesale-images/M388EME2XL_1.jpg,1,M388 Plunge Teddy,FALSE,M388 Plunge Teddy,"From the Evermore collection by Magic Silk, this style includes: a plunge teddy that ties at the neck, scalloped lace cut outs, gold tone O-ring, elastic trim and a cut out back with swan closure.",Apparel & Accessories > Clothing > Lingerie,,,671241125595.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M388EME2XL_1.jpg,g,,18.95,TRUE,,,TRUE,,,active
m388-plunge-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M388EME2XL_2.jpg,2,M388 Plunge Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m388-plunge-teddy,,,,,,,,,Emerald,,L/XL,,,MS-M388EMELRG,,shopify,81,deny,manual,38.99,,TRUE,TRUE,671241125588.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M388EME_1.jpg,g,,16.95,,,,,,,
m388-plunge-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M388EME_2.jpg,2,M388 Plunge Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m388-plunge-teddy,,,,,,,,,Emerald,,S/M,,,MS-M388EMEMED,,shopify,4,deny,manual,38.99,,TRUE,TRUE,671241125571.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M388EME_1.jpg,g,,16.95,,,,,,,
m388-plunge-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M388EME_2.jpg,2,M388 Plunge Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m389-bralette-garter-skirt-thong-set,"M389 Bralette, Garter Skirt & Thong Set","<p>From the Evermore collection by Magic Silk, this style includes: a bralette with scalloped edges, strappy accent at the cups , adjustable shoulder straps, hook and eye back closure, a garter skirt with side slits, scalloped edge hem, green satin bow, adjustable garter straps with flirty ribbon at the garter clip, gold tone hardware and a matching lace thong.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Emerald,Size,Queen Size,,,MS-M389EME2XL,,shopify,11,deny,manual,45.99,,TRUE,TRUE,671241125625.0,https://www.magicsilk.com/uploads/wholesale-images/M389EME2XL_1.jpg,1,"M389 Bralette, Garter Skirt & Thong Set",FALSE,"M389 Bralette, Garter Skirt & Thong Set","From the Evermore collection by Magic Silk, this style includes: a bralette with scalloped edges, strappy accent at the cups , adjustable shoulder straps, hook and eye back closure, a garter skirt with side slits, scalloped edge hem, green satin bow, adjustable garter straps with flirty ribbon at the garter clip, gold tone hardware and a matching lace thong.",Apparel & Accessories > Clothing > Lingerie,,,671241125625.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M389EME2XL_1.jpg,g,,20.95,TRUE,,,TRUE,,,active
m389-bralette-garter-skirt-thong-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M389EME2XL_2.jpg,2,"M389 Bralette, Garter Skirt & Thong Set - Back View",,,,,,,,,,,,,,,,,,,,
m389-bralette-garter-skirt-thong-set,,,,,,,,,Emerald,,L/XL,,,MS-M389EMELRG,,shopify,134,deny,manual,42.99,,TRUE,TRUE,671241125618.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M389EME_1.jpg,g,,18.95,,,,,,,
m389-bralette-garter-skirt-thong-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M389EME_2.jpg,2,"M389 Bralette, Garter Skirt & Thong Set - Back View",,,,,,,,,,,,,,,,,,,,
m389-bralette-garter-skirt-thong-set,,,,,,,,,Emerald,,S/M,,,MS-M389EMEMED,,shopify,50,deny,manual,42.99,,TRUE,TRUE,671241125601.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M389EME_1.jpg,g,,18.95,,,,,,,
m389-bralette-garter-skirt-thong-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M389EME_2.jpg,2,"M389 Bralette, Garter Skirt & Thong Set - Back View",,,,,,,,,,,,,,,,,,,,
m390-cutout-romper,M390 Cutout Romper,"<p>From the Evermore collection by Magic Silk, this style includes: a cutout romper with cap sleeves, scalloped edges, satin trim with front swan closure and tie closure in the back.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Emerald,Size,Queen Size,,,MS-M390EME2XL,,shopify,38,deny,manual,45.99,,TRUE,TRUE,671241125656.0,https://www.magicsilk.com/uploads/wholesale-images/M390EME2XL_1.jpg,1,M390 Cutout Romper,FALSE,M390 Cutout Romper,"From the Evermore collection by Magic Silk, this style includes: a cutout romper with cap sleeves, scalloped edges, satin trim with front swan closure and tie closure in the back.",Apparel & Accessories > Clothing > Lingerie,,,671241125656.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M390EME2XL_1.jpg,g,,20.95,TRUE,,,TRUE,,,active
m390-cutout-romper,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M390EME2XL_2.jpg,2,M390 Cutout Romper - Back View,,,,,,,,,,,,,,,,,,,,
m390-cutout-romper,,,,,,,,,Emerald,,L/XL,,,MS-M390EMELRG,,shopify,30,deny,manual,42.99,,TRUE,TRUE,671241125649.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M390EME_1.jpg,g,,18.95,,,,,,,
m390-cutout-romper,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M390EME_2.jpg,2,M390 Cutout Romper - Back View,,,,,,,,,,,,,,,,,,,,
m390-cutout-romper,,,,,,,,,Emerald,,S/M,,,MS-M390EMEMED,,shopify,6,deny,manual,42.99,,TRUE,TRUE,671241125632.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M390EME_1.jpg,g,,18.95,,,,,,,
m390-cutout-romper,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M390EME_2.jpg,2,M390 Cutout Romper - Back View,,,,,,,,,,,,,,,,,,,,
p449-split-crotch-panty,P449 Split Crotch Panty,"<p>From the Evermore collection by Magic Silk, this style includes: a lace split crotch panty with a scalloped edge and green bow.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Emerald,Size,Queen Size,,,MS-P449EME2XL,,shopify,60,deny,manual,22.99,,TRUE,TRUE,671241125687.0,https://www.magicsilk.com/uploads/wholesale-images/P449EME2XL_1.jpg,1,P449 Split Crotch Panty,FALSE,P449 Split Crotch Panty,"From the Evermore collection by Magic Silk, this style includes: a lace split crotch panty with a scalloped edge and green bow.",Apparel & Accessories > Clothing > Lingerie,,,671241125687.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/P449EME2XL_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
p449-split-crotch-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P449EME2XL_2.jpg,2,P449 Split Crotch Panty - Back View,,,,,,,,,,,,,,,,,,,,
p449-split-crotch-panty,,,,,,,,,Emerald,,L/XL,,,MS-P449EMELRG,,shopify,92,deny,manual,20.99,,TRUE,TRUE,671241125670.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P449EME_1.jpg,g,,5.95,,,,,,,
p449-split-crotch-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P449EME_2.jpg,2,P449 Split Crotch Panty - Back View,,,,,,,,,,,,,,,,,,,,
